ID- Full,Plot,Date Sampled,Julian Date,Year Sampled,Functional Group,Species,Snow Zone,%C,%N
JR170724-VIS-D531,1,7/24/2017,205,2017,Evergreen dwarf shrub,Vaccinium,Intermediate,42.21,1.56
JR170724-VIS-D532,2,7/24/2017,205,2017,Evergreen dwarf shrub,Vaccinium,Intermediate,52.27,0.87
JR170724-VIS-D533,3,7/24/2017,205,2017,Evergreen dwarf shrub,Vaccinium,Intermediate,52.23,0.92
JR170724-VIS-D534,4,7/24/2017,205,2017,Evergreen dwarf shrub,Vaccinium,Intermediate,52.36,0.93
JR170724-VIS-D535,5,7/24/2017,205,2017,Evergreen dwarf shrub,Vaccinium,Intermediate,53.39,0.92
JR170724-VAS-D536,1,7/24/2017,205,2017,Evergreen dwarf shrub,Vaccinium,Ambient,51.48,0.98
JR170724-VAS-D537,2,7/24/2017,205,2017,Evergreen dwarf shrub,Vaccinium,Ambient,52.09,0.89
JR170724-VAS-D538,3,7/24/2017,205,2017,Evergreen dwarf shrub,Vaccinium,Ambient,51.12,0.92
JR170724-VAS-D539,4,7/24/2017,205,2017,Evergreen dwarf shrub,Vaccinium,Ambient,52.01,0.81
JR170724-VAS-D540,5,7/24/2017,205,2017,Evergreen dwarf shrub,Vaccinium,Ambient,51.75,0.82
JR170731-SLS-D541,1,7/31/2017,212,2017,Deciduous shrub,Salix,Low,52.45,2.03
JR170731-SLS-D542,2,7/31/2017,212,2017,Deciduous shrub,Salix,Low,52.14,1.88
JR170731-SLS-D543,3,7/31/2017,212,2017,Deciduous shrub,Salix,Low,52.69,1.85
JR170731-SLS-D544,4,7/31/2017,212,2017,Deciduous shrub,Salix,Low,52.63,1.94
JR170731-SLS-D545,5,7/31/2017,212,2017,Deciduous shrub,Salix,Low,52.01,1.85
JR170731-SIS-D546,1,7/31/2017,212,2017,Deciduous shrub,Salix,Intermediate,52.07,2.2
JR170731-SIS-D547,2,7/31/2017,212,2017,Deciduous shrub,Salix,Intermediate,51.39,2.33
JR170731-SIS-D548,3,7/31/2017,212,2017,Deciduous shrub,Salix,Intermediate,51.57,2.22
JR170731-SIS-D549,4,7/31/2017,212,2017,Deciduous shrub,Salix,Intermediate,51.22,3.03
JR170731-SIS-D550,5,7/31/2017,212,2017,Deciduous shrub,Salix,Intermediate,47.59,2.08
JR170731-SAS-D551,1,7/31/2017,212,2017,Deciduous shrub,Salix,Ambient,52.38,2
JR170731-SAS-D552,2,7/31/2017,212,2017,Deciduous shrub,Salix,Ambient,52.16,2.03
JR170731-SAS-D553,3,7/31/2017,212,2017,Deciduous shrub,Salix,Ambient,52.66,1.84
JR170731-SAS-D554,4,7/31/2017,212,2017,Deciduous shrub,Salix,Ambient,51.07,2
JR170731-SAS-D555,5,7/31/2017,212,2017,Deciduous shrub,Salix,Ambient,52.39,1.82
JR170731-BLS-D556,1,7/31/2017,212,2017,Deciduous shrub,Betula,Low,53.44,2.57
JR170731-BLS-D557,2,7/31/2017,212,2017,Deciduous shrub,Betula,Low,52.31,2.36
JR170731-BLS-D558,3,7/31/2017,212,2017,Deciduous shrub,Betula,Low,52.78,2.24
JR170731-BLS-D559,4,7/31/2017,212,2017,Deciduous shrub,Betula,Low,50.97,2.39
JR170731-BLS-D560,5,7/31/2017,212,2017,Deciduous shrub,Betula,Low,52.71,2.17
JR170731-BIS-D561,1,7/31/2017,212,2017,Deciduous shrub,Betula,Intermediate,51.6,3.1
JR170731-BIS-D562,2,7/31/2017,212,2017,Deciduous shrub,Betula,Intermediate,52.79,2.21
JR170731-BIS-D563,3,7/31/2017,212,2017,Deciduous shrub,Betula,Intermediate,51.55,2.5
JR170731-BIS-D564,4,7/31/2017,212,2017,Deciduous shrub,Betula,Intermediate,51.83,3.12
JR170731-BIS-D565,5,7/31/2017,212,2017,Deciduous shrub,Betula,Intermediate,51.62,2.35
JR170731-BAS-D566,1,7/31/2017,212,2017,Deciduous shrub,Betula,Ambient,53,2.46
JR170731-BAS-D567,2,7/31/2017,212,2017,Deciduous shrub,Betula,Ambient,53.02,2.08
JR170731-BAS-D568,3,7/31/2017,212,2017,Deciduous shrub,Betula,Ambient,53.21,2.38
JR170731-BAS-D569,4,7/31/2017,212,2017,Deciduous shrub,Betula,Ambient,53.19,2.43
JR170731-BAS-D570,5,7/31/2017,212,2017,Deciduous shrub,Betula,Ambient,53.12,2.24
JR170731-ELS-D571,1,7/31/2017,212,2017,Sedge,Eriophorum,Low,48.81,1.95
JR170731-ELS-D572,2,7/31/2017,212,2017,Sedge,Eriophorum,Low,48.67,2.1
JR170731-ELS-D573,3,7/31/2017,212,2017,Sedge,Eriophorum,Low,48.5,2.11
JR170731-ELS-D574,4,7/31/2017,212,2017,Sedge,Eriophorum,Low,49.4,2.03
JR170731-ELS-D575,5,7/31/2017,212,2017,Sedge,Eriophorum,Low,48.86,2.22
JR170731-EIS-D576,1,7/31/2017,212,2017,Sedge,Eriophorum,Intermediate,49.02,2.37
JR170731-EIS-D577,2,7/31/2017,212,2017,Sedge,Eriophorum,Intermediate,49.21,2.28
JR170731-EIS-D578,3,7/31/2017,212,2017,Sedge,Eriophorum,Intermediate,48.91,2.26
JR170731-EIS-D579,4,7/31/2017,212,2017,Sedge,Eriophorum,Intermediate,49.47,2.27
JR170731-EIS-D580,5,7/31/2017,212,2017,Sedge,Eriophorum,Intermediate,49.44,2.23
JR170731-EAS-D581,1,7/31/2017,212,2017,Sedge,Eriophorum,Ambient,48.89,2.13
JR170731-EAS-D582,2,7/31/2017,212,2017,Sedge,Eriophorum,Ambient,48.38,2
JR170731-EAS-D583,3,7/31/2017,212,2017,Sedge,Eriophorum,Ambient,48.82,2.14
JR170731-EAS-D584,4,7/31/2017,212,2017,Sedge,Eriophorum,Ambient,48.84,1.91
JR170731-EAS-D585,5,7/31/2017,212,2017,Sedge,Eriophorum,Ambient,48.5,2.28
JR170731-CLS-D586,1,7/31/2017,212,2017,Sedge,Carex,Low,48.33,2.39
JR170731-CLS-D587,2,7/31/2017,212,2017,Sedge,Carex,Low,48.42,2.14
JR170731-CLS-D588,3,7/31/2017,212,2017,Sedge,Carex,Low,48.41,2.02
JR170731-CLS-D589,4,7/31/2017,212,2017,Sedge,Carex,Low,48.54,2.22
JR170731-CLS-D590,5,7/31/2017,212,2017,Sedge,Carex,Low,47.72,1.95
JR170731-CIS-D591,1,7/31/2017,212,2017,Sedge,Carex,Intermediate,48.35,2.42
JR170731-CIS-D592,2,7/31/2017,212,2017,Sedge,Carex,Intermediate,49.05,2.78
JR170731-CIS-D593,3,7/31/2017,212,2017,Sedge,Carex,Intermediate,48.17,2.2
JR170731-CIS-D594,4,7/31/2017,212,2017,Sedge,Carex,Intermediate,48.16,2.15
JR170731-CIS-D595,5,7/31/2017,212,2017,Sedge,Carex,Intermediate,48.62,2.48
JR170731-CAS-D596,1,7/31/2017,212,2017,Sedge,Carex,Ambient,48.3,2.09
JR170731-CAS-D597,2,7/31/2017,212,2017,Sedge,Carex,Ambient,48.71,2.33
JR170731-CAS-D598,3,7/31/2017,212,2017,Sedge,Carex,Ambient,48.63,2.72
JR170731-CAS-D599,4,7/31/2017,212,2017,Sedge,Carex,Ambient,48.07,2.21
JR170731-CAS-D600,5,7/31/2017,212,2017,Sedge,Carex,Ambient,48.41,2
JR170731-LLS-D601,1,7/31/2017,212,2017,Evergreen dwarf shrub,Ledum,Low,53.83,1.66
JR170731-LLS-D602,2,7/31/2017,212,2017,Evergreen dwarf shrub,Ledum,Low,54.06,1.7
JR170731-LLS-D603,3,7/31/2017,212,2017,Evergreen dwarf shrub,Ledum,Low,54.9,1.71
JR170731-LLS-D604,4,7/31/2017,212,2017,Evergreen dwarf shrub,Ledum,Low,54.34,1.48
JR170731-LLS-D605,5,7/31/2017,212,2017,Evergreen dwarf shrub,Ledum,Low,54.32,1.54
JR170731-LIS-D606,1,7/31/2017,212,2017,Evergreen dwarf shrub,Ledum,Intermediate,54.57,1.57
JR170731-LIS-D607,2,7/31/2017,212,2017,Evergreen dwarf shrub,Ledum,Intermediate,54.9,1.57
JR170731-LIS-D608,3,7/31/2017,212,2017,Evergreen dwarf shrub,Ledum,Intermediate,54.09,1.68
JR170731-LIS-D609,4,7/31/2017,212,2017,Evergreen dwarf shrub,Ledum,Intermediate,54.51,1.4
JR170731-LIS-D610,5,7/31/2017,212,2017,Evergreen dwarf shrub,Ledum,Intermediate,53.6,1.64
JR170731-LAS-D611,1,7/31/2017,212,2017,Evergreen dwarf shrub,Ledum,Ambient,54.98,1.74
JR170731-LAS-D612,2,7/31/2017,212,2017,Evergreen dwarf shrub,Ledum,Ambient,53.97,1.52
JR170731-LAS-D613,3,7/31/2017,212,2017,Evergreen dwarf shrub,Ledum,Ambient,54.17,1.68
JR170731-LAS-D614,4,7/31/2017,212,2017,Evergreen dwarf shrub,Ledum,Ambient,54.3,1.76
JR170731-LAS-D615,5,7/31/2017,212,2017,Evergreen dwarf shrub,Ledum,Ambient,54.02,1.49
JR170731-VLS-D616,1,7/31/2017,212,2017,Evergreen dwarf shrub,Vaccinium,Low,52.07,0.95
JR170731-VLS-D617,2,7/31/2017,212,2017,Evergreen dwarf shrub,Vaccinium,Low,51.56,1.29
JR170731-VLS-D618,3,7/31/2017,212,2017,Evergreen dwarf shrub,Vaccinium,Low,52.82,1.22
JR170731-VLS-D619,4,7/31/2017,212,2017,Evergreen dwarf shrub,Vaccinium,Low,52.44,0.88
JR170731-VLS-D620,5,7/31/2017,212,2017,Evergreen dwarf shrub,Vaccinium,Low,52.43,0.76
JR170731-VIS-D621,1,7/31/2017,212,2017,Evergreen dwarf shrub,Vaccinium,Intermediate,53.02,1.06
JR170731-VIS-D622,2,7/31/2017,212,2017,Evergreen dwarf shrub,Vaccinium,Intermediate,52.79,0.82
JR170731-VIS-D623,3,7/31/2017,212,2017,Evergreen dwarf shrub,Vaccinium,Intermediate,53.39,1.14
JR170731-VIS-D624,4,7/31/2017,212,2017,Evergreen dwarf shrub,Vaccinium,Intermediate,52.02,0.88
JR170731-VIS-D625,5,7/31/2017,212,2017,Evergreen dwarf shrub,Vaccinium,Intermediate,52.45,1.09
JR170731-VAS-D626,1,7/31/2017,212,2017,Evergreen dwarf shrub,Vaccinium,Ambient,52.22,0.95
JR170731-VAS-D627,2,7/31/2017,212,2017,Evergreen dwarf shrub,Vaccinium,Ambient,51.86,0.81
JR170731-VAS-D628,3,7/31/2017,212,2017,Evergreen dwarf shrub,Vaccinium,Ambient,52.5,0.84
JR170731-VAS-D629,4,7/31/2017,212,2017,Evergreen dwarf shrub,Vaccinium,Ambient,52.77,0.81
JR170731-VAS-D630,5,7/31/2017,212,2017,Evergreen dwarf shrub,Vaccinium,Ambient,52.41,0.84
JR170807-SLS-D631,1,8/7/2017,219,2017,Deciduous shrub,Salix,Low,52.7,1.82
JR170807-SLS-D632,2,8/7/2017,219,2017,Deciduous shrub,Salix,Low,53,1.92
JR170807-SLS-D633,3,8/7/2017,219,2017,Deciduous shrub,Salix,Low,53.12,1.67
JR170807-SLS-D634,4,8/7/2017,219,2017,Deciduous shrub,Salix,Low,53.4,2
JR170807-SLS-D635,5,8/7/2017,219,2017,Deciduous shrub,Salix,Low,44.74,
JR170807-SIS-D636,1,8/7/2017,219,2017,Deciduous shrub,Salix,Intermediate,50.12,1.68
JR170807-SIS-D637,2,8/7/2017,219,2017,Deciduous shrub,Salix,Intermediate,52.69,2.4
JR170807-SIS-D638,3,8/7/2017,219,2017,Deciduous shrub,Salix,Intermediate,51.48,2.66
JR170807-SIS-D639,4,8/7/2017,219,2017,Deciduous shrub,Salix,Intermediate,50.59,1.86
JR170807-SIS-D640,5,8/7/2017,219,2017,Deciduous shrub,Salix,Intermediate,51.78,2.91
JR170807-SAS-D641,1,8/7/2017,219,2017,Deciduous shrub,Salix,Ambient,53.08,1.89
JR170807-SAS-D642,2,8/7/2017,219,2017,Deciduous shrub,Salix,Ambient,52.71,1.52
JR170807-SAS-D643,3,8/7/2017,219,2017,Deciduous shrub,Salix,Ambient,52.65,1.67
JR170807-SAS-D644,4,8/7/2017,219,2017,Deciduous shrub,Salix,Ambient,52.02,1.88
JR170807-SAS-D645,5,8/7/2017,219,2017,Deciduous shrub,Salix,Ambient,52.55,1.77
JR170807-BLS-D646,1,8/7/2017,219,2017,Deciduous shrub,Betula,Low,52.76,2.16
JR170807-BLS-D647,2,8/7/2017,219,2017,Deciduous shrub,Betula,Low,53.24,2.4
JR170807-BLS-D648,3,8/7/2017,219,2017,Deciduous shrub,Betula,Low,52.21,2.35
JR170807-BLS-D649,4,8/7/2017,219,2017,Deciduous shrub,Betula,Low,52.9,2.25
JR170807-BLS-D650,5,8/7/2017,219,2017,Deciduous shrub,Betula,Low,52.6,2.37
JR170807-BIS-D651,1,8/7/2017,219,2017,Deciduous shrub,Betula,Intermediate,52.14,2.74
JR170807-BIS-D652,2,8/7/2017,219,2017,Deciduous shrub,Betula,Intermediate,51.41,2.5
JR170807-BIS-D653,3,8/7/2017,219,2017,Deciduous shrub,Betula,Intermediate,51.81,2.33
JR170807-BIS-D654,4,8/7/2017,219,2017,Deciduous shrub,Betula,Intermediate,52.35,2.29
JR170807-BIS-D655,5,8/7/2017,219,2017,Deciduous shrub,Betula,Intermediate,51.67,2.6
JR170807-BAS-D656,1,8/7/2017,219,2017,Deciduous shrub,Betula,Ambient,50.71,2.05
JR170807-BAS-D657,2,8/7/2017,219,2017,Deciduous shrub,Betula,Ambient,53.15,2.22
JR170807-BAS-D658,3,8/7/2017,219,2017,Deciduous shrub,Betula,Ambient,53,2.22
JR170807-BAS-D659,4,8/7/2017,219,2017,Deciduous shrub,Betula,Ambient,50.8,2.39
JR170807-BAS-D660,5,8/7/2017,219,2017,Deciduous shrub,Betula,Ambient,53.08,2.21
JR170807-ELS-D661,1,8/7/2017,219,2017,Sedge,Eriophorum,Low,47.78,1.38
JR170807-ELS-D662,2,8/7/2017,219,2017,Sedge,Eriophorum,Low,49.12,2.08
JR170807-ELS-D663,3,8/7/2017,219,2017,Sedge,Eriophorum,Low,48.75,1.9
JR170807-ELS-D664,4,8/7/2017,219,2017,Sedge,Eriophorum,Low,49.35,2.05
JR170807-ELS-D665,5,8/7/2017,219,2017,Sedge,Eriophorum,Low,48.24,1.11
JR170807-EIS-D666,1,8/7/2017,219,2017,Sedge,Eriophorum,Intermediate,48.73,1.83
JR170807-EIS-D667,2,8/7/2017,219,2017,Sedge,Eriophorum,Intermediate,48.66,2.26
JR170807-EIS-D668,3,8/7/2017,219,2017,Sedge,Eriophorum,Intermediate,49.02,2.41
JR170807-EIS-D669,4,8/7/2017,219,2017,Sedge,Eriophorum,Intermediate,48.96,1.98
JR170807-EIS-D670,5,8/7/2017,219,2017,Sedge,Eriophorum,Intermediate,49.13,2.08
JR170807-EAS-D671,1,8/7/2017,219,2017,Sedge,Eriophorum,Ambient,48.4,1.48
JR170807-EAS-D672,2,8/7/2017,219,2017,Sedge,Eriophorum,Ambient,48.46,1.3
JR170807-EAS-D673,3,8/7/2017,219,2017,Sedge,Eriophorum,Ambient,49.14,1.54
JR170807-EAS-D674,4,8/7/2017,219,2017,Sedge,Eriophorum,Ambient,48.34,1.12
JR170807-EAS-D675,5,8/7/2017,219,2017,Sedge,Eriophorum,Ambient,48.79,1.45
JR170807-CLS-D676,1,8/7/2017,219,2017,Sedge,Carex,Low,48.65,1.75
JR170807-CLS-D677,2,8/7/2017,219,2017,Sedge,Carex,Low,48.63,2
JR170807-CLS-D678,3,8/7/2017,219,2017,Sedge,Carex,Low,48.44,2.4
JR170807-CLS-D679,4,8/7/2017,219,2017,Sedge,Carex,Low,49.07,2.41
JR170807-CLS-D680,5,8/7/2017,219,2017,Sedge,Carex,Low,48.54,2.23
JR170807-CIS-D681,1,8/7/2017,219,2017,Sedge,Carex,Intermediate,48.46,2.27
JR170807-CIS-D682,2,8/7/2017,219,2017,Sedge,Carex,Intermediate,47.89,2.28
JR170807-CIS-D683,3,8/7/2017,219,2017,Sedge,Carex,Intermediate,48.44,2.24
JR170807-CIS-D684,4,8/7/2017,219,2017,Sedge,Carex,Intermediate,48.54,2.31
JR170807-CIS-D685,5,8/7/2017,219,2017,Sedge,Carex,Intermediate,47.64,2.13
JR170807-CAS-D686,1,8/7/2017,219,2017,Sedge,Carex,Ambient,49.38,2.3
JR170807-CAS-D687,2,8/7/2017,219,2017,Sedge,Carex,Ambient,48.77,2.27
JR170807-CAS-D688,3,8/7/2017,219,2017,Sedge,Carex,Ambient,49.43,2.14
JR170807-CAS-D689,4,8/7/2017,219,2017,Sedge,Carex,Ambient,48.55,2.02
JR170807-CAS-D690,5,8/7/2017,219,2017,Sedge,Carex,Ambient,48.44,1.92
JR170807-LLS-D691,1,8/7/2017,219,2017,Evergreen dwarf shrub,Ledum,Low,52.57,1.52
JR170807-LLS-D692,2,8/7/2017,219,2017,Evergreen dwarf shrub,Ledum,Low,52.6,1.37
JR170807-LLS-D693,3,8/7/2017,219,2017,Evergreen dwarf shrub,Ledum,Low,53.84,1.42
JR170807-LLS-D694,4,8/7/2017,219,2017,Evergreen dwarf shrub,Ledum,Low,55.28,1.51
JR170807-LLS-D695,5,8/7/2017,219,2017,Evergreen dwarf shrub,Ledum,Low,54.81,1.2
JR170807-LIS-D696,1,8/7/2017,219,2017,Evergreen dwarf shrub,Ledum,Intermediate,53.84,1.43
JR170807-LIS-D697,2,8/7/2017,219,2017,Evergreen dwarf shrub,Ledum,Intermediate,54.51,1.84
JR170807-LIS-D698,3,8/7/2017,219,2017,Evergreen dwarf shrub,Ledum,Intermediate,54.46,1.52
JR170807-LIS-D699,4,8/7/2017,219,2017,Evergreen dwarf shrub,Ledum,Intermediate,54.09,1.69
JR170807-LIS-D700,5,8/7/2017,219,2017,Evergreen dwarf shrub,Ledum,Intermediate,53.96,1.27
JR170807-LAS-D701,1,8/7/2017,219,2017,Evergreen dwarf shrub,Ledum,Ambient,54.38,1.57
JR170807-LAS-D702,2,8/7/2017,219,2017,Evergreen dwarf shrub,Ledum,Ambient,54.21,1.49
JR170807-LAS-D703,3,8/7/2017,219,2017,Evergreen dwarf shrub,Ledum,Ambient,54.08,1.51
JR170807-LAS-D704,4,8/7/2017,219,2017,Evergreen dwarf shrub,Ledum,Ambient,54.78,1.82
JR170807-LAS-D705,5,8/7/2017,219,2017,Evergreen dwarf shrub,Ledum,Ambient,54.1,1.67
JR170807-VLS-D706,1,8/7/2017,219,2017,Evergreen dwarf shrub,Vaccinium,Low,51.38,0.96
JR170807-VLS-D707,2,8/7/2017,219,2017,Evergreen dwarf shrub,Vaccinium,Low,51.75,0.91
JR170807-VLS-D708,3,8/7/2017,219,2017,Evergreen dwarf shrub,Vaccinium,Low,52.56,1
JR170807-VLS-D709,4,8/7/2017,219,2017,Evergreen dwarf shrub,Vaccinium,Low,53.53,0.95
JR170807-VLS-D710,5,8/7/2017,219,2017,Evergreen dwarf shrub,Vaccinium,Low,52.95,0.86
JR170807-VIS-D711,1,8/7/2017,219,2017,Evergreen dwarf shrub,Vaccinium,Intermediate,52.66,0.94
JR170807-VIS-D712,2,8/7/2017,219,2017,Evergreen dwarf shrub,Vaccinium,Intermediate,52.44,1.13
JR170807-VIS-D713,3,8/7/2017,219,2017,Evergreen dwarf shrub,Vaccinium,Intermediate,52.19,1.06
JR170807-VIS-D714,4,8/7/2017,219,2017,Evergreen dwarf shrub,Vaccinium,Intermediate,52.74,1.06
JR170807-VIS-D715,5,8/7/2017,219,2017,Evergreen dwarf shrub,Vaccinium,Intermediate,52.37,0.79
JR170807-VAS-D716,1,8/7/2017,219,2017,Evergreen dwarf shrub,Vaccinium,Ambient,52.5,0.92
JR170807-VAS-D717,2,8/7/2017,219,2017,Evergreen dwarf shrub,Vaccinium,Ambient,51.38,0.91
JR170807-VAS-D718,3,8/7/2017,219,2017,Evergreen dwarf shrub,Vaccinium,Ambient,52.55,0.85
JR170807-VAS-D719,4,8/7/2017,219,2017,Evergreen dwarf shrub,Vaccinium,Ambient,51.72,0.98
JR170807-VAS-D720,5,8/7/2017,219,2017,Evergreen dwarf shrub,Vaccinium,Ambient,52.37,1.05
JR180622-SLS-D1,1,6/22/2018,173,2018,Deciduous shrub,Salix,Low,49.91,4.27
JR180622-SLS-D2,2,6/22/2018,173,2018,Deciduous shrub,Salix,Low,50.65,4.35
JR180622-SLS-D3,3,6/22/2018,173,2018,Deciduous shrub,Salix,Low,50.22,4.07
JR180622-SLS-D4,4,6/22/2018,173,2018,Deciduous shrub,Salix,Low,52.51,4.35
JR180622-SLS-D5,5,6/22/2018,173,2018,Deciduous shrub,Salix,Low,52.1,4.55
JR180622-BLS-D6,1,6/22/2018,173,2018,Deciduous shrub,Betula,Low,53.79,3.43
JR180622-BLS-D7,2,6/22/2018,173,2018,Deciduous shrub,Betula,Low,51.29,3.99
JR180622-BLS-D8,3,6/22/2018,173,2018,Deciduous shrub,Betula,Low,53.49,3.79
JR180622-BLS-D9,4,6/22/2018,173,2018,Deciduous shrub,Betula,Low,53.34,4.32
JR180622-BLS-D10,5,6/22/2018,173,2018,Deciduous shrub,Betula,Low,52.68,4.1
JR180622-ELS-D11,1,6/22/2018,173,2018,Sedge,Eriophorum,Low,46.74,2.29
JR180622-ELS-D12,2,6/22/2018,173,2018,Sedge,Eriophorum,Low,47.47,2.24
JR180622-ELS-D13,3,6/22/2018,173,2018,Sedge,Eriophorum,Low,47.53,2.64
JR180622-ELS-D14,4,6/22/2018,173,2018,Sedge,Eriophorum,Low,47.79,2.37
JR180622-ELS-D15,5,6/22/2018,173,2018,Sedge,Eriophorum,Low,46.87,2.14
JR180622-CLS-D16,1,6/22/2018,173,2018,Sedge,Carex,Low,46.33,3.66
JR180622-CLS-D17,2,6/22/2018,173,2018,Sedge,Carex,Low,45.35,3.21
JR180622-CLS-D18,3,6/22/2018,173,2018,Sedge,Carex,Low,45.2,3.59
JR180622-CLS-D19,4,6/22/2018,173,2018,Sedge,Carex,Low,45.92,3.61
JR180622-CLS-D20,5,6/22/2018,173,2018,Sedge,Carex,Low,46.36,3.41
JR180622-LLS-D21,1,6/22/2018,173,2018,Evergreen dwarf shrub,Ledum,Low,54.77,1.81
JR180622-LLS-D22,2,6/22/2018,173,2018,Evergreen dwarf shrub,Ledum,Low,52.37,1.81
JR180622-LLS-D23,3,6/22/2018,173,2018,Evergreen dwarf shrub,Ledum,Low,53.38,1.63
JR180622-LLS-D24,4,6/22/2018,173,2018,Evergreen dwarf shrub,Ledum,Low,53.57,1.78
JR180622-LLS-D25,5,6/22/2018,173,2018,Evergreen dwarf shrub,Ledum,Low,52.78,1.83
JR180622-VLS-D26,1,6/22/2018,173,2018,Evergreen dwarf shrub,Vaccinium,Low,52.52,0.99
JR180622-VLS-D27,2,6/22/2018,173,2018,Evergreen dwarf shrub,Vaccinium,Low,51.77,0.9
JR180622-VLS-D28,3,6/22/2018,173,2018,Evergreen dwarf shrub,Vaccinium,Low,50.88,1.08
JR180622-VLS-D29,4,6/22/2018,173,2018,Evergreen dwarf shrub,Vaccinium,Low,51.31,1.04
JR180622-VLS-D30,5,6/22/2018,173,2018,Evergreen dwarf shrub,Vaccinium,Low,52.07,1.03
JR180622-SAS-D31,1,6/22/2018,173,2018,Deciduous shrub,Salix,Ambient,50.57,4.8
JR180622-SAS-D32,2,6/22/2018,173,2018,Deciduous shrub,Salix,Ambient,50.31,4.48
JR180622-SAS-D33,3,6/22/2018,173,2018,Deciduous shrub,Salix,Ambient,51.68,4.86
JR180622-SAS-D34,4,6/22/2018,173,2018,Deciduous shrub,Salix,Ambient,50.8,4.69
JR180622-SAS-D35,5,6/22/2018,173,2018,Deciduous shrub,Salix,Ambient,50.36,5.08
JR180622-BAS-D36,1,6/22/2018,173,2018,Deciduous shrub,Betula,Ambient,53.16,3.68
JR180622-BAS-D37,2,6/22/2018,173,2018,Deciduous shrub,Betula,Ambient,53.12,3.98
JR180622-BAS-D38,3,6/22/2018,173,2018,Deciduous shrub,Betula,Ambient,52.32,4.07
JR180622-BAS-D39,4,6/22/2018,173,2018,Deciduous shrub,Betula,Ambient,53.35,4.18
JR180622-BAS-D40,5,6/22/2018,173,2018,Deciduous shrub,Betula,Ambient,53.04,4.03
JR180622-EAS-D41,1,6/22/2018,173,2018,Sedge,Eriophorum,Ambient,47.34,1.65
JR180622-EAS-D42,2,6/22/2018,173,2018,Sedge,Eriophorum,Ambient,47.38,2.03
JR180622-EAS-D43,3,6/22/2018,173,2018,Sedge,Eriophorum,Ambient,47.64,2.62
JR180622-EAS-D44,4,6/22/2018,173,2018,Sedge,Eriophorum,Ambient,46.96,2.62
JR180622-EAS-D45,5,6/22/2018,173,2018,Sedge,Eriophorum,Ambient,47.22,2.71
JR180622-CAS-D46,1,6/22/2018,173,2018,Sedge,Carex,Ambient,46.44,3.93
JR180622-CAS-D47,2,6/22/2018,173,2018,Sedge,Carex,Ambient,46.34,3.99
JR180622-CAS-D48,3,6/22/2018,173,2018,Sedge,Carex,Ambient,46.73,3.95
JR180622-CAS-D49,4,6/22/2018,173,2018,Sedge,Carex,Ambient,47.1,3.95
JR180622-CAS-D50,5,6/22/2018,173,2018,Sedge,Carex,Ambient,46.59,3.83
JR180622-LAS-D51,1,6/22/2018,173,2018,Evergreen dwarf shrub,Ledum,Ambient,52.1,1.86
JR180622-LAS-D52,2,6/22/2018,173,2018,Evergreen dwarf shrub,Ledum,Ambient,54.69,1.57
JR180622-LAS-D53,3,6/22/2018,173,2018,Evergreen dwarf shrub,Ledum,Ambient,53.16,1.29
JR180622-LAS-D54,4,6/22/2018,173,2018,Evergreen dwarf shrub,Ledum,Ambient,54.57,1.48
JR180622-LAS-D55,5,6/22/2018,173,2018,Evergreen dwarf shrub,Ledum,Ambient,54.3,1.52
JR180622-VAS-D56,1,6/22/2018,173,2018,Evergreen dwarf shrub,Vaccinium,Ambient,52.73,0.81
JR180622-VAS-D57,2,6/22/2018,173,2018,Evergreen dwarf shrub,Vaccinium,Ambient,52.59,0.88
JR180622-VAS-D58,3,6/22/2018,173,2018,Evergreen dwarf shrub,Vaccinium,Ambient,51.41,0.81
JR180622-VAS-D59,4,6/22/2018,173,2018,Evergreen dwarf shrub,Vaccinium,Ambient,51.74,0.71
JR180622-VAS-D60,5,6/22/2018,173,2018,Evergreen dwarf shrub,Vaccinium,Ambient,51.26,0.76
JR180629-SLS-D61,1,6/29/2018,180,2018,Deciduous shrub,Salix,Low,51.98,3.79
JR180629-SLS-D62,2,6/29/2018,180,2018,Deciduous shrub,Salix,Low,51.05,3.44
JR180629-SLS-D63,3,6/29/2018,180,2018,Deciduous shrub,Salix,Low,51.58,3.77
JR180629-SLS-D64,4,6/29/2018,180,2018,Deciduous shrub,Salix,Low,51.26,3.6
JR180629-SLS-D65,5,6/29/2018,180,2018,Deciduous shrub,Salix,Low,50.94,3.61
JR180629-BLS-D66,1,6/29/2018,180,2018,Deciduous shrub,Betula,Low,53.11,2.83
JR180629-BLS-D67,2,6/29/2018,180,2018,Deciduous shrub,Betula,Low,51.48,3.16
JR180629-BLS-D68,3,6/29/2018,180,2018,Deciduous shrub,Betula,Low,51.77,3.33
JR180629-BLS-D69,4,6/29/2018,180,2018,Deciduous shrub,Betula,Low,51.11,3.22
JR180629-BLS-D70,5,6/29/2018,180,2018,Deciduous shrub,Betula,Low,51.8,3.6
JR180629-ELS-D71,1,6/29/2018,180,2018,Sedge,Eriophorum,Low,47.23,2.25
JR180629-ELS-D72,2,6/29/2018,180,2018,Sedge,Eriophorum,Low,47.02,2.43
JR180629-ELS-D73,3,6/29/2018,180,2018,Sedge,Eriophorum,Low,48.2,2.69
JR180629-ELS-D74,4,6/29/2018,180,2018,Sedge,Eriophorum,Low,47.41,2.03
